,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,ZIP_CODES,LOG_PRICE,LOG_SQFT,PRICE_CAT,GEO_POINTS,BOROUGH,COMMUNITY_DISTRICT,NEIGHBORHOOD
555,Brokered by LoHo Realty Inc,Condo,388000,3,1.0,1558.9119846666665,157 Broome St Apt 3E,"New York City, NY 10002","157 Broome St Apt 3ENew York City, NY 10002",New York,New York County,New York,Manhattan,157,"157 Broome St #3e, New York, NY 10002, USA",40.7162732,-73.9849864,10002,5.588831725594207,3.339293966003392,3,POINT (-73.9849864 40.7162732),Manhattan,103,Lower East Side
559,Brokered by Douglas Elliman - Franklin Square,Multi-family home,1399000,6,2.0,2184.207862,61-29 75th St,"Middle Village, NY 11379","61-29 75th StMiddle Village, NY 11379",United States,New York,Queens County,Queens,75th Street,"61-29 75th St, Flushing, NY 11379, USA",40.721725,-73.8839773,11379,6.145817714491828,3.339293966003392,4,POINT (-73.8839773 40.721725),Queens,405,West Central Queens
562,Brokered by Prime Realty,Others,999000,5,2.0,2184.207862,59-14 69th St,"Maspeth, NY 11378","59-14 69th StMaspeth, NY 11378",United States,New York,Queens County,Queens,69th Street,"59-14 69th St, Flushing, NY 11378, USA",40.7227469,-73.8941061,11378,5.999565488225982,3.339293966003392,3,POINT (-73.8941061 40.7227469),Queens,405,West Queens
563,Brokered by Winzone Realty Inc,Condo,575000,2,2.0,979.4277149333334,81-15 Queens Blvd Unit 3C,"Elmhurst, NY 11373","81-15 Queens Blvd Unit 3CElmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,81-15,"81-15 Queens Blvd #3c, Elmhurst, NY 11373, USA",40.7373082,-73.878333,11373,5.7596678446896306,3.339293966003392,3,POINT (-73.878333 40.7373082),Queens,404,West Queens
564,Brokered by Keller Williams Points North,Others,659900,3,4.0,1460.853931,216-10 17th Ave Unit TH53,"Bayside, NY 11360","216-10 17th Ave Unit TH53Bayside, NY 11360",New York,Queens County,Queens,Bayside,216-10,"216-10 17th Ave th53, Bayside, NY 11360, USA",40.7855084,-73.7762312,11360,5.819478128362123,3.339293966003392,3,POINT (-73.7762312 40.7855084),Queens,407,North Queens
572,Brokered by Cross Country Realty,Multi-family home,799000,6,2.0,2219.7247172,737 Pine St,"Brooklyn, NY 11208","737 Pine StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Pine Street,"737 Pine St, Brooklyn, NY 11208, USA",40.6672674,-73.8686224,11208,5.902546779313991,3.339293966003392,3,POINT (-73.86862240000001 40.6672674),Brooklyn,305,East New York and New Lots
578,Brokered by Sold By Bart R E Partners Inc,Condo,550000,2,2.0,2184.207862,62-48 Mount Olivet Cres Unit 1B,"Middle Village, NY 11379","62-48 Mount Olivet Cres Unit 1BMiddle Village, NY 11379",New York,Queens County,Queens,Flushing,6248,"6248 Mt Olivet Crescent APT 1A, Flushing, NY 11379, USA",40.7135475,-73.895855,11379,5.740362689494244,3.339293966003392,3,POINT (-73.895855 40.7135475),Queens,405,West Central Queens
579,Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op,775000,3,1.0,2044.7704262727275,46 Commerce St # 5,"New York, NY 10014","46 Commerce St # 5New York, NY 10014",New York,New York County,New York,Manhattan,46,"46 Commerce St # 5, New York, NY 10014, USA",40.7313539,-74.0050572,10014,5.889301702506311,3.339293966003392,3,POINT (-74.0050572 40.7313539),Manhattan,102,Greenwich Village and Soho
582,Brokered by Corcoran Brooklyn Heights,Co-op,410000,1,1.0,883.4412664545454,8701 Shore Rd Apt 435,"Brooklyn, NY 11209","8701 Shore Rd Apt 435Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,8701,"8701 Shore Rd Apt 435, Brooklyn, NY 11209, USA",40.6249201,-74.0404698,11209,5.6127838567197355,3.339293966003392,3,POINT (-74.0404698 40.6249201),Brooklyn,310,Southwest Brooklyn
585,Brokered by Douglas Elliman - Bayside,Co-op,325000,2,1.0,1587.5654694615384,67-12 Yellowstone Blvd Unit B1,"Forest Hills, NY 11375","67-12 Yellowstone Blvd Unit B1Forest Hills, NY 11375",New York,Queens County,Queens,Flushing,67-12,"67-12 Yellowstone Blvd #1b, Flushing, NY 11375, USA",40.7280894,-73.8494828,11375,5.511883360978874,3.339293966003392,3,POINT (-73.8494828 40.7280894),Queens,406,West Central Queens
588,Brokered by Chase Global Realty Corp,House,930000,3,2.0,2184.207862,32-16 61st St,"Woodside, NY 11377","32-16 61st StWoodside, NY 11377",United States,New York,Queens County,Queens,61st Street,"32-16 61st St, Flushing, NY 11377, USA",40.7555333,-73.9016851,11377,5.968482948553935,3.339293966003392,3,POINT (-73.90168509999999 40.7555333),Queens,401,West Queens
595,Brokered by Sowae Corp,Multi-family home,300000,3,4.0,2409.471908,348 Legion St,"Brooklyn, NY 11212","348 Legion StBrooklyn, NY 11212",United States,New York,Kings County,Brooklyn,Legion Street,"348 Legion St, Brooklyn, NY 11212, USA",40.6601546,-73.9163716,11212,5.477121254719663,3.339293966003392,3,POINT (-73.91637160000001 40.6601546),Brooklyn,316,Central Brooklyn
599,NoBroker,Co-op,299000,3,1.0,918.5471908,2212 Brigham St Apt 3C,"Brooklyn, NY 11229","2212 Brigham St Apt 3CBrooklyn, NY 11229",New York,Kings County,Brooklyn,Sheepshead Bay,2212,"2212 Brigham St #3c, Brooklyn, NY 11229, USA",40.5987787,-73.9350489,11229,5.47567118832443,3.339293966003392,3,POINT (-73.9350489 40.5987787),Brooklyn,315,Southern Brooklyn
602,Brokered by Realty Executives Today,Co-op,259000,2,1.0,1716.1385746666667,84-25 118 St Unit 1B,"Kew Gardens, NY 11418","84-25 118 St Unit 1BKew Gardens, NY 11418",New York,Queens County,Queens,Kew Gardens,8425,"8425 118th St Apt 1d, Kew Gardens, NY 11415, USA",40.7041499,-73.83371,11418,5.413299764081252,3.339293966003392,3,POINT (-73.83371 40.7041499),Queens,409,Southwest Queens
603,Brokered by Sbny Re,Co-op,425000,2,1.0,1587.5654694615384,70-25 Yellowstone Blvd Unit 14X,"Forest Hills, NY 11375","70-25 Yellowstone Blvd Unit 14XForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,7025,"7025 Yellowstone Blvd Apt 14d, Forest Hills, NY 11375, USA",40.7226099,-73.8495,11375,5.628388930050312,3.339293966003392,3,POINT (-73.84950000000001 40.7226099),Queens,406,West Central Queens
607,Brokered by Realty Executives Today,Co-op,259000,2,1.0,1716.1385746666667,84-25 118 St Unit 1B,"Kew Gardens, NY 11418","84-25 118 St Unit 1BKew Gardens, NY 11418",New York,Queens County,Queens,Kew Gardens,8425,"8425 118th St Apt 1d, Kew Gardens, NY 11415, USA",40.7041499,-73.83371,11418,5.413299764081252,3.339293966003392,3,POINT (-73.83371 40.7041499),Queens,409,Southwest Queens
610,Brokered by Elite Synergy Realty Inc,Multi-family home,689000,6,3.0,6360.148472857143,262 E 197th St,"Bronx, NY 10458","262 E 197th StBronx, NY 10458",United States,New York,Bronx County,The Bronx,East 197th Street,"262 E 197th St, Bronx, NY 10458, USA",40.8681745,-73.8897652,10458,5.838219221907626,3.339293966003392,3,POINT (-73.8897652 40.8681745),Bronx,207,Bronx Park and Fordham
611,Brokered by Charles Rutenberg Realty Inc,Co-op,419000,2,1.0,1716.2521460000003,150-58 Jewel Ave Unit 75A,"Flushing, NY 11367","150-58 Jewel Ave Unit 75AFlushing, NY 11367",New York,Queens County,Queens,Flushing,15058,"15058 Jewel Ave # 75b, Flushing, NY 11367, USA",40.7312799,-73.8192399,11367,5.622214022966295,3.339293966003392,3,POINT (-73.8192399 40.7312799),Queens,408,Central Queens
612,Brokered by Bright Horizons Realty Inc,House,1199000,4,2.0,2220.2787373846154,4193 Ocean Ave,"Brooklyn, NY 11235","4193 Ocean AveBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Ocean Avenue,"4193 Ocean Ave, Brooklyn, NY 11235, USA",40.5783044,-73.9471644,11235,6.078819183098848,3.339293966003392,4,POINT (-73.94716440000001 40.5783044),Brooklyn,315,Southern Brooklyn
613,Brokered by Bright Horizons Realty Inc,House,2150000,4,2.0,2220.2787373846154,153 Jaffrey St,"Brooklyn, NY 11235","153 Jaffrey StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Jaffray Street,"153 Jaffray St, Brooklyn, NY 11235, USA",40.5790771,-73.9425262,11235,6.332438459915605,3.339293966003392,4,POINT (-73.9425262 40.5790771),Brooklyn,315,Southern Brooklyn
615,Brokered by qvtopservice,House,675000,3,2.0,1951.0035736363636,102-26 213th St,"Queens Village, NY 11429","102-26 213th StQueens Village, NY 11429",United States,New York,Queens County,Queens,213th Street,"102-26 213th St, Jamaica, NY 11429, USA",40.7121557,-73.7452804,11429,5.829303772831025,3.339293966003392,3,POINT (-73.7452804 40.7121557),Queens,413,Southeast Queens
616,Brokered by BHHS New York Properties,Co-op,875000,2,1.0,1688.3595485454548,20 E 35th St Apt 3D,"New York, NY 10016","20 E 35th St Apt 3DNew York, NY 10016",New York,New York County,New York,Manhattan,20,"20 E 35th St #3d, New York, NY 10016, USA",40.748098,-73.9824791,10016,5.942008053022313,3.339293966003392,3,POINT (-73.98247910000001 40.748098),Manhattan,106,Gramercy Park and Murray Hill
618,Brokered by EBMG LLC,Co-op,219000,2,1.0,2184.207862,8377 Woodhaven Blvd Apt 2B,"Woodhaven, NY 11421","8377 Woodhaven Blvd Apt 2BWoodhaven, NY 11421",New York,Queens County,Queens,Woodhaven,8377,"8377 Woodhaven Blvd Apt 2d, Woodhaven, NY 11421, USA",40.6999899,-73.8539,11421,5.3404441148401185,3.339293966003392,3,POINT (-73.8539 40.6999899),Queens,409,Southwest Queens
620,Brokered by Corcoran,Condo,470000,2,1.0,2184.207862,581 Academy St Apt 1G,"New York, NY 10034","581 Academy St Apt 1GNew York, NY 10034",New York,New York County,New York,Manhattan,581,"581 Academy St #1g, New York, NY 10034, USA",40.8640024,-73.9231918,10034,5.672097857935717,3.339293966003392,3,POINT (-73.9231918 40.8640024),Manhattan,112,Inwood and Washington Heights
623,Brokered by Douglas Elliman - Bayside,Others,1199000,5,4.0,1503.603931,116 Audley St,"Kew Gardens, NY 11415","116 Audley StKew Gardens, NY 11415",United States,New York,Queens County,Queens,Audley Street,"116 Audley St, Kew Gardens, NY 11415, USA",40.7090268,-73.8335998,11415,6.078819183098848,3.339293966003392,4,POINT (-73.8335998 40.7090268),Queens,409,Southwest Queens
627,Brokered by Jerry Fink Real Estate Inc,House,550000,3,2.0,2002.3033694285716,156-23 88th St,"Howard Beach, NY 11414","156-23 88th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,88th Street,"156-23 88th St, Howard Beach, NY 11414, USA",40.6628113,-73.8453503,11414,5.740362689494244,3.339293966003392,3,POINT (-73.84535030000001 40.6628113),Queens,410,Southwest Queens
636,Brokered by Keller Williams Rlty Landmark,Co-op,369888,2,2.0,1757.5433365714289,98-120 Queens Blvd Unit 6K,"Rego Park, NY 11374","98-120 Queens Blvd Unit 6KRego Park, NY 11374",New York,Queens County,Queens,Rego Park,120,"120 Queens Blvd #98, Rego Park, NY 11374, USA",40.726843,-73.85458,11374,5.56807024205257,3.339293966003392,3,POINT (-73.85458 40.726843),Queens,406,West Central Queens
637,Brokered by Douglas Elliman - 575 Madison Ave,Co-op,500000,2,2.0,1943.7119133488372,465 Park Ave Unit 34E,"New York, NY 10022","465 Park Ave Unit 34ENew York, NY 10022",New York,New York County,New York,Manhattan,465,"465 Park Ave Apt 34e, New York, NY 10022, USA",40.7616461,-73.9701294,10022,5.698970004336019,3.339293966003392,3,POINT (-73.9701294 40.7616461),Manhattan,105,Gramercy Park and Murray Hill
638,Brokered by BKNY TROY AVENUE REALTY CORP,Multi-family home,499000,4,3.0,2385.1558965000004,205-05 Jamaica Ave,"Hollis, NY 11423","205-05 Jamaica AveHollis, NY 11423",United States,New York,Queens County,Queens,Jamaica Avenue,"205-05 Jamaica Ave, Jamaica, NY 11423, USA",40.713904,-73.754948,11423,5.69810054562339,3.339293966003392,3,POINT (-73.754948 40.713904),Queens,412,Jamaica
649,Brokered by Prospes Real Estate Corp,House,650000,3,2.0,3502.2532522631577,827 Richmond Rd,"Staten Island, NY 10304","827 Richmond RdStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Richmond Road,"827 Richmond Rd, Staten Island, NY 10304, USA",40.6071254,-74.0925892,10304,5.812913356642856,3.339293966003392,3,POINT (-74.09258920000001 40.6071254),Staten Island,502,Stapleton and St. George
652,Brokered by TREBACH REALTY INC,Co-op,1235000,3,2.0,1364.0430702222222,2501 Palisade Ave Apt D2,"Bronx, NY 10463","2501 Palisade Ave Apt D2Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2501,"2501 Palisade Ave Apt D2, Bronx, NY 10463, USA",40.8799728,-73.9221419,10463,6.0916669575956846,3.339293966003392,4,POINT (-73.9221419 40.8799728),Bronx,208,Kingsbridge and Riverdale
653,Brokered by City Connections Realty,Co-op,785000,1,1.0,1688.3595485454548,10 Park Ave Unit 10K,"New York, NY 10016","10 Park Ave Unit 10KNew York, NY 10016",New York,New York County,New York,Manhattan,10,"10 Park Ave #10c, New York, NY 10016, USA",40.7473555,-73.9813841,10016,5.894869656745253,3.339293966003392,3,POINT (-73.9813841 40.7473555),Manhattan,106,Gramercy Park and Murray Hill
655,Brokered by Modern Spaces Love Your Place,Multi-family home,1400000,3,3.0,2722.027463555556,25-01 23rd Ave,"Long Island City, NY 11105","25-01 23rd AveLong Island City, NY 11105",United States,New York,Queens County,Queens,23rd Avenue,"25-01 23rd Ave, Astoria, NY 11105, USA",40.7770879,-73.9162687,11105,6.146128035678238,3.339293966003392,4,POINT (-73.9162687 40.7770879),Queens,401,Northwest Queens
657,Brokered by COMPASS,Co-op,324000,1,1.0,1804.507181409836,35-31 85th St Unit 7F,"Queens, NY 11372","35-31 85th St Unit 7FQueens, NY 11372",United States,New York,Queens County,Queens,85th Street,"35-31 85th St, Jackson Heights, NY 11372, USA",40.7512505,-73.8814433,11372,5.510545010206612,3.339293966003392,3,POINT (-73.8814433 40.7512505),Queens,403,West Queens
659,Brokered by A P Services Inc,Multi-family home,2295000,3,7.0,2846.4026206666667,4415 Atlantic Ave,"Brooklyn, NY 11224","4415 Atlantic AveBrooklyn, NY 11224",United States,New York,Kings County,Brooklyn,Atlantic Avenue,"4415 Atlantic Ave, Brooklyn, NY 11224, USA",40.5757955,-74.009975,11224,6.36078268987328,3.339293966003392,4,POINT (-74.009975 40.5757955),Brooklyn,313,Southern Brooklyn
663,Brokered by Brown Harris Stevens - 100 Seventh Avenue,Co-op,185000,1,1.0,2184.207862,789 Macdonough St Apt 4G,"Brooklyn, NY 11233","789 Macdonough St Apt 4GBrooklyn, NY 11233",New York,Kings County,Brooklyn,Ocean Hill,789,"789 MacDonough St #4g, Brooklyn, NY 11233, USA",40.684563,-73.914482,11233,5.267171728403014,3.339293966003392,3,POINT (-73.91448200000001 40.684563),Brooklyn,316,Central Brooklyn
667,Brokered by Corcoran Park Avenue South,Others,700000,2,1.0,2184.207862,248 E 7th St # 9/10,"New York, NY 10009","248 E 7th St # 9/10New York, NY 10009",United States,New York,New York County,New York,East 7th Street,"248 E 7th St, New York, NY 10009, USA",40.7235651,-73.9781799,10009,5.845098040014257,3.339293966003392,3,POINT (-73.9781799 40.7235651),Manhattan,103,Lower East Side
669,Brokered by RE MAX 1st Choice,Condo,609000,2,2.0,1234.013731777778,132-03 Sanford Ave Unit 3H,"Flushing, NY 11355","132-03 Sanford Ave Unit 3HFlushing, NY 11355",New York,Queens County,Queens,Flushing,132-03,"132-03 Sanford Ave #3b, Flushing, NY 11355, USA",40.7550154,-73.8329807,11355,5.784617292632875,3.339293966003392,3,POINT (-73.83298069999999 40.7550154),Queens,407,North Queens
671,Brokered by Real Broker NY LLC,House,689000,3,2.0,2015.8885746666667,111-45 120th St,"South Ozone Park, NY 11420","111-45 120th StSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,120th Street,"111-45 120th St, Jamaica, NY 11420, USA",40.6794706,-73.8195636,11420,5.838219221907626,3.339293966003392,3,POINT (-73.8195636 40.6794706),Queens,410,Southwest Queens
672,Brokered by Jaymore Realty Llc,Multi-family home,585000,4,2.0,2191.1187782857146,12-86 Augustina Ave,"Far Rockaway, NY 11691","12-86 Augustina AveFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Augustina Avenue,"12-86 Augustina Ave, Far Rockaway, NY 11691, USA",40.6082787,-73.7495095,11691,5.76715586608218,3.339293966003392,3,POINT (-73.7495095 40.6082787),Queens,414,Rockaways
677,Brokered by Douglas Elliman - Port Washington,Co-op,299000,2,1.0,2184.207862,193-15 37 Ave Unit 177,"Flushing, NY 11358","193-15 37 Ave Unit 177Flushing, NY 11358",New York,Queens County,Queens,Flushing,19315,"19315 37th Ave # 177, Flushing, NY 11358, USA",40.7626299,-73.78916,11358,5.47567118832443,3.339293966003392,3,POINT (-73.78916 40.7626299),Queens,411,North Queens
679,Brokered by Joshuas Realty,House,235000,3,2.0,2015.8885746666667,131-16 115 Ave,"South Ozone Park, NY 11420","131-16 115 AveSouth Ozone Park, NY 11420",United States,New York,Queens County,Queens,115th Avenue,"131-16 115th Ave, Jamaica, NY 11420, USA",40.6797652,-73.8091668,11420,5.371067862271736,3.339293966003392,3,POINT (-73.8091668 40.6797652),Queens,410,Southwest Queens
680,Brokered by COMPASS,Co-op,17900000,6,4.0,1842.446431395349,41 Central Park W Unit 11A,"Manhattan, NY 10023","41 Central Park W Unit 11AManhattan, NY 10023",New York,New York County,New York,Manhattan,41,"41 Central Park W #11a, New York, NY 10023, USA",40.7713789,-73.9798579,10023,7.252853030979893,3.339293966003392,5,POINT (-73.9798579 40.7713789),Manhattan,107,Upper West Side
685,Brokered by Ha Jones Realty & Management,House,650000,5,3.0,1993.8019655,36A Rochester Ave,"Brooklyn, NY 11233","36A Rochester AveBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Rochester Avenue,"36A Rochester Ave, Brooklyn, NY 11233, USA",40.677921,-73.9277691,11233,5.812913356642856,3.339293966003392,3,POINT (-73.92776910000001 40.677921),Brooklyn,303,Central Brooklyn
691,Brokered by Regent Realty,House,999000,3,2.0,1922.8932566666667,196-11 45th Ave,"Flushing, NY 11358","196-11 45th AveFlushing, NY 11358",United States,New York,Queens County,Queens,45th Avenue,"196-11 45th Ave, Flushing, NY 11358, USA",40.7562931,-73.7849475,11358,5.999565488225982,3.339293966003392,3,POINT (-73.7849475 40.7562931),Queens,411,North Queens
692,Brokered by Douglas Elliman - 575 Madison Ave,Multi-family home,1590000,5,6.0,2073.1558965000004,149-43 Hawtree St,"Queens, NY 11417","149-43 Hawtree StQueens, NY 11417",11417,United States,New York,Queens County,Ozone Park,"Hawtree St, Queens, NY 11417, USA",40.6729954,-73.8373187,11417,6.201397124320452,3.339293966003392,4,POINT (-73.8373187 40.6729954),Queens,410,Southwest Queens
695,Brokered by Behfar Team Llc,House,799000,3,2.0,1845.6554298666667,1462 E 23rd St,"Brooklyn, NY 11210","1462 E 23rd StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 23rd Street,"1462 E 23rd St, Brooklyn, NY 11210, USA",40.6146692,-73.9515915,11210,5.902546779313991,3.339293966003392,3,POINT (-73.95159150000001 40.6146692),Brooklyn,314,Flatbush
696,Brokered by Homesmart Crossisland,Multi-family home,985000,6,5.0,2184.207862,145-90 222nd St,"Springfield Gardens, NY 11413","145-90 222nd StSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,222nd Street,"145-90 222nd St, Jamaica, NY 11413, USA",40.6615069,-73.7581972,11413,5.993436230497612,3.339293966003392,3,POINT (-73.7581972 40.6615069),Queens,413,Southeast Queens
699,Brokered by Wolf Properties Inc,Others,2500000,3,2.0,2184.207862,32 Village Rd N,"Brooklyn, NY 11223","32 Village Rd NBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,Village Road South,"32 Village Rd S, Brooklyn, NY 11223, USA",40.5938747,-73.9742907,11223,6.3979400086720375,3.339293966003392,4,POINT (-73.9742907 40.5938747),Brooklyn,315,Southern Brooklyn
